1OIY,X-RAY DIFFRACTION,3EZR,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
1OKK,X-RAY DIFFRACTION,1NG1,X-RAY DIFFRACTION,2Q9C,X-RAY DIFFRACTION
1OPH,X-RAY DIFFRACTION,1OO8,X-RAY DIFFRACTION,1UTQ,X-RAY DIFFRACTION
1OQD,X-RAY DIFFRACTION,1JH5,X-RAY DIFFRACTION,2KN1,SOLUTION NMR
1OQE,X-RAY DIFFRACTION,1JH5,X-RAY DIFFRACTION,1OSX,SOLUTION NMR
1OQO,X-RAY DIFFRACTION,3V95,X-RAY DIFFRACTION,1ZDD,SOLUTION NMR
1OQS,X-RAY DIFFRACTION,1VPI,X-RAY DIFFRACTION,1RGB,X-RAY DIFFRACTION
1OQX,X-RAY DIFFRACTION,3V95,X-RAY DIFFRACTION,1ZDD,SOLUTION NMR
1ORY,X-RAY DIFFRACTION,1ORJ,X-RAY DIFFRACTION,4IWB,X-RAY DIFFRACTION
1OW3,X-RAY DIFFRACTION,1RGP,X-RAY DIFFRACTION,5C4M,X-RAY DIFFRACTION
1OYV,X-RAY DIFFRACTION,3UNX,X-RAY DIFFRACTION,1PJU,X-RAY DIFFRACTION
1P2I,X-RAY DIFFRACTION,4I8H,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
1P2J,X-RAY DIFFRACTION,4I8H,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
1P2K,X-RAY DIFFRACTION,4I8H,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
1P2M,X-RAY DIFFRACTION,2CGA,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
1P2N,X-RAY DIFFRACTION,2CGA,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
1P2O,X-RAY DIFFRACTION,2CGA,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
1P2Q,X-RAY DIFFRACTION,2CGA,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
1P3Q,X-RAY DIFFRACTION,1MN3,X-RAY DIFFRACTION,5NVG,X-RAY DIFFRACTION
1P5E,X-RAY DIFFRACTION,4FKL,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
1P69,X-RAY DIFFRACTION,1NOB,X-RAY DIFFRACTION,3J6M,ELECTRON MICROSCOPY
1P6A,X-RAY DIFFRACTION,1NOB,X-RAY DIFFRACTION,3J6M,ELECTRON MICROSCOPY
1P8Z,X-RAY DIFFRACTION,5DD2,X-RAY DIFFRACTION,2VYP,X-RAY DIFFRACTION
1PGR,X-RAY DIFFRACTION,1BGE,X-RAY DIFFRACTION,1GCF,SOLUTION NMR
1PK0,X-RAY DIFFRACTION,1K8T,X-RAY DIFFRACTION,3IF7,X-RAY DIFFRACTION
1PK1,X-RAY DIFFRACTION,1KW4,X-RAY DIFFRACTION,1PK3,X-RAY DIFFRACTION
1PKD,X-RAY DIFFRACTION,1JVP,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
1PPF,X-RAY DIFFRACTION,5ABW,X-RAY DIFFRACTION,1TUS,SOLUTION NMR
1PTJ,X-RAY DIFFRACTION,1L7D,X-RAY DIFFRACTION,1PNO,X-RAY DIFFRACTION
1PVH,X-RAY DIFFRACTION,1BQU,X-RAY DIFFRACTION,1EMR,X-RAY DIFFRACTION
1PXV,X-RAY DIFFRACTION,1X9Y,X-RAY DIFFRACTION,1NYC,X-RAY DIFFRACTION
1QA9,X-RAY DIFFRACTION,1GYA,SOLUTION NMR,1CI5,SOLUTION NMR
1QAB,X-RAY DIFFRACTION,2PAB,X-RAY DIFFRACTION,1RBP,X-RAY DIFFRACTION
1QAV,X-RAY DIFFRACTION,1Z86,SOLUTION NMR,1QAU,X-RAY DIFFRACTION
1QBK,X-RAY DIFFRACTION,2QMR,X-RAY DIFFRACTION,5CIQ,X-RAY DIFFRACTION
1QTY,X-RAY DIFFRACTION,3QTK,X-RAY DIFFRACTION,1QSZ,SOLUTION NMR
1QUN,X-RAY DIFFRACTION,1BF8,SOLUTION NMR,5AB1,X-RAY DIFFRACTION
1QX7,X-RAY DIFFRACTION,3IF7,X-RAY DIFFRACTION,1KKD,SOLUTION NMR
1R0R,X-RAY DIFFRACTION,3UNX,X-RAY DIFFRACTION,2GKR,X-RAY DIFFRACTION
1R6O,X-RAY DIFFRACTION,1K6K,X-RAY DIFFRACTION,3O2O,X-RAY DIFFRACTION
1R6Q,X-RAY DIFFRACTION,1K6K,X-RAY DIFFRACTION,3O2O,X-RAY DIFFRACTION
1R8Q,X-RAY DIFFRACTION,1RRG,X-RAY DIFFRACTION,1R8M,X-RAY DIFFRACTION
1R8S,X-RAY DIFFRACTION,1U81,SOLUTION NMR,1R8M,X-RAY DIFFRACTION
1REW,X-RAY DIFFRACTION,3BMP,X-RAY DIFFRACTION,2K3G,SOLUTION NMR
1RGI,X-RAY DIFFRACTION,2FGH,X-RAY DIFFRACTION,2VYP,X-RAY DIFFRACTION
1RJ9,X-RAY DIFFRACTION,2Q9C,X-RAY DIFFRACTION,2C03,X-RAY DIFFRACTION
1RLB,X-RAY DIFFRACTION,2PAB,X-RAY DIFFRACTION,2WQ9,X-RAY DIFFRACTION
1RV6,X-RAY DIFFRACTION,1FZV,X-RAY DIFFRACTION,1QSZ,SOLUTION NMR
1S1Q,X-RAY DIFFRACTION,1KPQ,SOLUTION NMR,5NVG,X-RAY DIFFRACTION
1S26,X-RAY DIFFRACTION,1K8T,X-RAY DIFFRACTION,3IF7,X-RAY DIFFRACTION
1S3S,X-RAY DIFFRACTION,1E32,X-RAY DIFFRACTION,1JRU,SOLUTION NMR
1S6V,X-RAY DIFFRACTION,1Z53,X-RAY DIFFRACTION,3TYI,X-RAY DIFFRACTION
1S9D,X-RAY DIFFRACTION,1U81,SOLUTION NMR,1R8M,X-RAY DIFFRACTION
1SBB,X-RAY DIFFRACTION,1BEC,X-RAY DIFFRACTION,1SE4,X-RAY DIFFRACTION
1SBN,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1EGL,SOLUTION NMR
1SGD,X-RAY DIFFRACTION,2QAA,X-RAY DIFFRACTION,2GKR,X-RAY DIFFRACTION
1SGE,X-RAY DIFFRACTION,2QAA,X-RAY DIFFRACTION,2GKR,X-RAY DIFFRACTION
1SGH,X-RAY DIFFRACTION,1GC7,X-RAY DIFFRACTION,2KRG,SOLUTION NMR
1SGN,X-RAY DIFFRACTION,2QAA,X-RAY DIFFRACTION,2GKR,X-RAY DIFFRACTION
1SGP,X-RAY DIFFRACTION,2QAA,X-RAY DIFFRACTION,2GKR,X-RAY DIFFRACTION
1SGQ,X-RAY DIFFRACTION,2QAA,X-RAY DIFFRACTION,2GKR,X-RAY DIFFRACTION
1SGR,X-RAY DIFFRACTION,2QAA,X-RAY DIFFRACTION,2GKR,X-RAY DIFFRACTION
1SGY,X-RAY DIFFRACTION,2QAA,X-RAY DIFFRACTION,2GKR,X-RAY DIFFRACTION
1SHW,X-RAY DIFFRACTION,1SHX,X-RAY DIFFRACTION,1NUK,X-RAY DIFFRACTION
1SHY,X-RAY DIFFRACTION,1SI5,X-RAY DIFFRACTION,1SSL,SOLUTION NMR
1SIB,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1EGL,SOLUTION NMR
1SK6,X-RAY DIFFRACTION,1K8T,X-RAY DIFFRACTION,3IF7,X-RAY DIFFRACTION
1SLU,X-RAY DIFFRACTION,1ECY,X-RAY DIFFRACTION,1ANE,X-RAY DIFFRACTION
1SLV,X-RAY DIFFRACTION,1ECY,X-RAY DIFFRACTION,1ANE,X-RAY DIFFRACTION
1SLW,X-RAY DIFFRACTION,1ECY,X-RAY DIFFRACTION,1DPO,X-RAY DIFFRACTION
1SLX,X-RAY DIFFRACTION,1ECY,X-RAY DIFFRACTION,1ANE,X-RAY DIFFRACTION
1SQ0,X-RAY DIFFRACTION,4C29,X-RAY DIFFRACTION,1P9A,X-RAY DIFFRACTION
1STF,X-RAY DIFFRACTION,9PAP,X-RAY DIFFRACTION,2OCT,X-RAY DIFFRACTION
1SVX,X-RAY DIFFRACTION,4J7W,X-RAY DIFFRACTION,3JYR,X-RAY DIFFRACTION
1SYX,X-RAY DIFFRACTION,1QGV,X-RAY DIFFRACTION,1GYF,SOLUTION NMR
1T44,X-RAY DIFFRACTION,5DD2,X-RAY DIFFRACTION,2GWJ,X-RAY DIFFRACTION
1T6B,X-RAY DIFFRACTION,4H2A,X-RAY DIFFRACTION,1SHU,X-RAY DIFFRACTION
1T6G,X-RAY DIFFRACTION,1T6E,X-RAY DIFFRACTION,1BK1,X-RAY DIFFRACTION
1T7C,X-RAY DIFFRACTION,2CGA,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
1T83,X-RAY DIFFRACTION,1FC1,X-RAY DIFFRACTION,1E4J,X-RAY DIFFRACTION
1T89,X-RAY DIFFRACTION,1FC1,X-RAY DIFFRACTION,1E4J,X-RAY DIFFRACTION
1T8L,X-RAY DIFFRACTION,2CGA,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
1T8M,X-RAY DIFFRACTION,2CGA,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
1T8N,X-RAY DIFFRACTION,2CGA,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
1T8O,X-RAY DIFFRACTION,2CGA,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
1TAB,X-RAY DIFFRACTION,4I8H,X-RAY DIFFRACTION,2BBI,SOLUTION NMR
1TAW,X-RAY DIFFRACTION,4I8H,X-RAY DIFFRACTION,1AAP,X-RAY DIFFRACTION
1TE1,X-RAY DIFFRACTION,1OM0,X-RAY DIFFRACTION,5HXV,X-RAY DIFFRACTION
1TEC,X-RAY DIFFRACTION,1THM,X-RAY DIFFRACTION,1EGL,SOLUTION NMR
1TF0,X-RAY DIFFRACTION,1BKE,X-RAY DIFFRACTION,1PRB,SOLUTION NMR
1TFX,X-RAY DIFFRACTION,2A31,X-RAY DIFFRACTION,1ADZ,SOLUTION NMR
1TGZ,X-RAY DIFFRACTION,1TH0,X-RAY DIFFRACTION,5GHD,SOLUTION NMR
1TM1,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1TM3,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1TM4,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1TM5,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1TM7,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1TMG,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1TMQ,X-RAY DIFFRACTION,1JAE,X-RAY DIFFRACTION,1BIP,SOLUTION NMR
1TO1,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1TO2,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1TPA,X-RAY DIFFRACTION,4I8H,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
1TX4,X-RAY DIFFRACTION,1RGP,X-RAY DIFFRACTION,1DPF,X-RAY DIFFRACTION
1TX6,X-RAY DIFFRACTION,2A31,X-RAY DIFFRACTION,2FJ8,X-RAY DIFFRACTION
1TXQ,X-RAY DIFFRACTION,2HKN,X-RAY DIFFRACTION,5JVU,X-RAY DIFFRACTION
1U28,X-RAY DIFFRACTION,1L7D,X-RAY DIFFRACTION,1E3T,SOLUTION NMR
1U2D,X-RAY DIFFRACTION,1L7D,X-RAY DIFFRACTION,1E3T,SOLUTION NMR
1U2G,X-RAY DIFFRACTION,1L7D,X-RAY DIFFRACTION,1E3T,SOLUTION NMR
1U5I,X-RAY DIFFRACTION,1MDW,X-RAY DIFFRACTION,1DVI,X-RAY DIFFRACTION
1U74,X-RAY DIFFRACTION,1CCP,X-RAY DIFFRACTION,1YIC,SOLUTION NMR
1U75,X-RAY DIFFRACTION,1CCP,X-RAY DIFFRACTION,3WUI,X-RAY DIFFRACTION
1U7F,X-RAY DIFFRACTION,1MJS,X-RAY DIFFRACTION,1YGS,X-RAY DIFFRACTION
1U7V,X-RAY DIFFRACTION,1MJS,X-RAY DIFFRACTION,1YGS,X-RAY DIFFRACTION
1UAD,X-RAY DIFFRACTION,2KE5,SOLUTION NMR,1HK6,SOLUTION NMR
1UB4,X-RAY DIFFRACTION,3NFC,X-RAY DIFFRACTION,2MRN,SOLUTION NMR
1UDI,X-RAY DIFFRACTION,1UDH,X-RAY DIFFRACTION,1UGI,X-RAY DIFFRACTION
1UEA,X-RAY DIFFRACTION,1HY7,X-RAY DIFFRACTION,1D2B,SOLUTION NMR
1UGH,X-RAY DIFFRACTION,3FCI,X-RAY DIFFRACTION,1UGI,X-RAY DIFFRACTION
1UJZ,X-RAY DIFFRACTION,1UNK,X-RAY DIFFRACTION,1M08,X-RAY DIFFRACTION
1UKV,X-RAY DIFFRACTION,3CPI,X-RAY DIFFRACTION,1YZN,X-RAY DIFFRACTION
1UL1,X-RAY DIFFRACTION,5FV7,X-RAY DIFFRACTION,3VKX,X-RAY DIFFRACTION
1US7,X-RAY DIFFRACTION,2IWX,X-RAY DIFFRACTION,2W0G,X-RAY DIFFRACTION
1UUG,X-RAY DIFFRACTION,1LQJ,X-RAY DIFFRACTION,1UGI,X-RAY DIFFRACTION
1UUZ,X-RAY DIFFRACTION,4PS6,X-RAY DIFFRACTION,4LZT,X-RAY DIFFRACTION
1UZX,X-RAY DIFFRACTION,3R3Q,X-RAY DIFFRACTION,5NVG,X-RAY DIFFRACTION
1V5I,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1ITP,SOLUTION NMR
2B5L,X-RAY DIFFRACTION,2B5M,X-RAY DIFFRACTION,5A9G,X-RAY DIFFRACTION
2BCG,X-RAY DIFFRACTION,3CPI,X-RAY DIFFRACTION,1YZN,X-RAY DIFFRACTION
2BCN,X-RAY DIFFRACTION,1CCP,X-RAY DIFFRACTION,1YIC,SOLUTION NMR
2BCX,X-RAY DIFFRACTION,3IF7,X-RAY DIFFRACTION,5J8V,ELECTRON MICROSCOPY
2BF8,X-RAY DIFFRACTION,2BEP,X-RAY DIFFRACTION,5GHD,SOLUTION NMR
2BKH,X-RAY DIFFRACTION,4E7Z,X-RAY DIFFRACTION,1OOJ,X-RAY DIFFRACTION
2BKI,X-RAY DIFFRACTION,4E7Z,X-RAY DIFFRACTION,1PRW,X-RAY DIFFRACTION
2BKK,X-RAY DIFFRACTION,3Q2J,X-RAY DIFFRACTION,4J7W,X-RAY DIFFRACTION
2BKR,X-RAY DIFFRACTION,2BKQ,X-RAY DIFFRACTION,1NDD,X-RAY DIFFRACTION
2BKU,X-RAY DIFFRACTION,1BYU,X-RAY DIFFRACTION,3ND2,X-RAY DIFFRACTION
2BKY,X-RAY DIFFRACTION,1Y9X,SOLUTION NMR,1UDV,X-RAY DIFFRACTION
2BKZ,X-RAY DIFFRACTION,3EZR,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
2BO9,X-RAY DIFFRACTION,2BOA,X-RAY DIFFRACTION,1WNH,X-RAY DIFFRACTION
2BOV,X-RAY DIFFRACTION,2KE5,SOLUTION NMR,2C8A,X-RAY DIFFRACTION
2BPM,X-RAY DIFFRACTION,3EZR,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
2BQ1,X-RAY DIFFRACTION,1PEQ,X-RAY DIFFRACTION,1R2F,X-RAY DIFFRACTION
2BTF,X-RAY DIFFRACTION,2OAN,X-RAY DIFFRACTION,1PNE,X-RAY DIFFRACTION
2C0L,X-RAY DIFFRACTION,2C0M,X-RAY DIFFRACTION,1QND,SOLUTION NMR
2C4G,X-RAY DIFFRACTION,3EZR,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
2C5L,X-RAY DIFFRACTION,3KKM,X-RAY DIFFRACTION,2BYF,SOLUTION NMR
2C5N,X-RAY DIFFRACTION,1JVP,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
2C5O,X-RAY DIFFRACTION,1JVP,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
2C5X,X-RAY DIFFRACTION,1JVP,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
2C6T,X-RAY DIFFRACTION,1JVP,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
2CFH,X-RAY DIFFRACTION,2PWN,X-RAY DIFFRACTION,2BJN,X-RAY DIFFRACTION
2CH4,X-RAY DIFFRACTION,1B3Q,X-RAY DIFFRACTION,1K0S,SOLUTION NMR
2CJM,X-RAY DIFFRACTION,1JVP,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
2CJS,X-RAY DIFFRACTION,2CJT,X-RAY DIFFRACTION,2A20,SOLUTION NMR
2CKH,X-RAY DIFFRACTION,2CKG,X-RAY DIFFRACTION,1WM2,X-RAY DIFFRACTION
2CNW,X-RAY DIFFRACTION,1NG1,X-RAY DIFFRACTION,2IYL,X-RAY DIFFRACTION
2DE5,X-RAY DIFFRACTION,1WW9,X-RAY DIFFRACTION,1VCK,X-RAY DIFFRACTION
2DE6,X-RAY DIFFRACTION,1WW9,X-RAY DIFFRACTION,1VCK,X-RAY DIFFRACTION
2DE7,X-RAY DIFFRACTION,1WW9,X-RAY DIFFRACTION,1VCK,X-RAY DIFFRACTION
2DFK,X-RAY DIFFRACTION,4MT6,X-RAY DIFFRACTION,1AJE,SOLUTION NMR
2E2D,X-RAY DIFFRACTION,1ZTQ,X-RAY DIFFRACTION,1BR9,X-RAY DIFFRACTION
2E33,X-RAY DIFFRACTION,2RJ2,X-RAY DIFFRACTION,2E3W,X-RAY DIFFRACTION
2E9W,X-RAY DIFFRACTION,2EC8,X-RAY DIFFRACTION,1EXZ,X-RAY DIFFRACTION
2EHB,X-RAY DIFFRACTION,1V1G,X-RAY DIFFRACTION,4D28,X-RAY DIFFRACTION
2EKE,X-RAY DIFFRACTION,2GJD,X-RAY DIFFRACTION,1L2N,SOLUTION NMR
2GJ7,X-RAY DIFFRACTION,5DVO,X-RAY DIFFRACTION,2GIY,X-RAY DIFFRACTION
2GKV,X-RAY DIFFRACTION,2QAA,X-RAY DIFFRACTION,2GKT,X-RAY DIFFRACTION
2GOL,X-RAY DIFFRACTION,1HIW,X-RAY DIFFRACTION,4NX4,X-RAY DIFFRACTION
2GOX,X-RAY DIFFRACTION,1C3D,X-RAY DIFFRACTION,2GOM,X-RAY DIFFRACTION
2GRX,X-RAY DIFFRACTION,1QFG,X-RAY DIFFRACTION,1XX3,SOLUTION NMR
2GSK,X-RAY DIFFRACTION,2GUF,X-RAY DIFFRACTION,1IHR,X-RAY DIFFRACTION
2GTP,X-RAY DIFFRACTION,5JS8,SOLUTION NMR,2BV1,X-RAY DIFFRACTION
2EQB,X-RAY DIFFRACTION,4Z8Y,X-RAY DIFFRACTION,2E7S,X-RAY DIFFRACTION
2ERH,X-RAY DIFFRACTION,1UNK,X-RAY DIFFRACTION,1M08,X-RAY DIFFRACTION
2EUF,X-RAY DIFFRACTION,1BU2,X-RAY DIFFRACTION,5L2S,X-RAY DIFFRACTION
2F2C,X-RAY DIFFRACTION,1BU2,X-RAY DIFFRACTION,5L2S,X-RAY DIFFRACTION
2F3C,X-RAY DIFFRACTION,4I8H,X-RAY DIFFRACTION,1KMA,SOLUTION NMR
2F5Z,X-RAY DIFFRACTION,1ZMD,X-RAY DIFFRACTION,2F60,X-RAY DIFFRACTION
2F93,X-RAY DIFFRACTION,2KSY,SOLUTION NMR,2RM8,SOLUTION NMR
2F95,X-RAY DIFFRACTION,2KSY,SOLUTION NMR,2RM8,SOLUTION NMR
2FAP,X-RAY DIFFRACTION,2PPN,X-RAY DIFFRACTION,1AUE,X-RAY DIFFRACTION
2FCW,X-RAY DIFFRACTION,2FTU,SOLUTION NMR,2LGP,SOLUTION NMR
2FHS,X-RAY DIFFRACTION,1C14,X-RAY DIFFRACTION,1L0H,X-RAY DIFFRACTION
2FI3,X-RAY DIFFRACTION,4I8H,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
2FI4,X-RAY DIFFRACTION,4I8H,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
2FI5,X-RAY DIFFRACTION,4I8H,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
2FJU,X-RAY DIFFRACTION,2G0N,X-RAY DIFFRACTION,2ZKM,X-RAY DIFFRACTION
2FMM,X-RAY DIFFRACTION,1UTU,X-RAY DIFFRACTION,3I3C,X-RAY DIFFRACTION
2FR8,X-RAY DIFFRACTION,1L7D,X-RAY DIFFRACTION,1E3T,SOLUTION NMR
2FRD,X-RAY DIFFRACTION,1L7D,X-RAY DIFFRACTION,1E3T,SOLUTION NMR
2FSV,X-RAY DIFFRACTION,1L7D,X-RAY DIFFRACTION,1E3T,SOLUTION NMR
2FTK,X-RAY DIFFRACTION,1IXM,X-RAY DIFFRACTION,1SRR,X-RAY DIFFRACTION
2FTL,X-RAY DIFFRACTION,4I8H,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
2FTM,X-RAY DIFFRACTION,4I8H,X-RAY DIFFRACTION,8PTI,X-RAY DIFFRACTION
2FU5,X-RAY DIFFRACTION,1HXR,X-RAY DIFFRACTION,4LHW,X-RAY DIFFRACTION
2FUN,X-RAY DIFFRACTION,1I3S,X-RAY DIFFRACTION,2K7Z,SOLUTION NMR
2G2U,X-RAY DIFFRACTION,2ZD8,X-RAY DIFFRACTION,3GMU,X-RAY DIFFRACTION
2G2W,X-RAY DIFFRACTION,1N9B,X-RAY DIFFRACTION,3GMU,X-RAY DIFFRACTION
2G45,X-RAY DIFFRACTION,2G43,X-RAY DIFFRACTION,5NVG,X-RAY DIFFRACTION
2G47,X-RAY DIFFRACTION,2JG4,X-RAY DIFFRACTION,2M9S,SOLUTION NMR
2G48,X-RAY DIFFRACTION,2JG4,X-RAY DIFFRACTION,2KB8,SOLUTION NMR
2G4D,X-RAY DIFFRACTION,2CKG,X-RAY DIFFRACTION,5GHD,SOLUTION NMR
2G54,X-RAY DIFFRACTION,2JG4,X-RAY DIFFRACTION,1HO0,SOLUTION NMR
2G56,X-RAY DIFFRACTION,2JG4,X-RAY DIFFRACTION,1HO0,SOLUTION NMR
2G77,X-RAY DIFFRACTION,1FKM,X-RAY DIFFRACTION,1Z06,X-RAY DIFFRACTION
2G9X,X-RAY DIFFRACTION,4FKL,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
2GA9,X-RAY DIFFRACTION,3MCT,X-RAY DIFFRACTION,3OWG,X-RAY DIFFRACTION
2GAF,X-RAY DIFFRACTION,3MCT,X-RAY DIFFRACTION,3OWG,X-RAY DIFFRACTION
1W1I,X-RAY DIFFRACTION,3EIO,X-RAY DIFFRACTION,1VFL,X-RAY DIFFRACTION
1WDW,X-RAY DIFFRACTION,1GEQ,X-RAY DIFFRACTION,1V8Z,X-RAY DIFFRACTION
1WPL,X-RAY DIFFRACTION,1FB1,X-RAY DIFFRACTION,1JG5,X-RAY DIFFRACTION
1WQ1,X-RAY DIFFRACTION,1CTQ,X-RAY DIFFRACTION,1WER,X-RAY DIFFRACTION
1WRD,X-RAY DIFFRACTION,2N9D,SOLUTION NMR,5NVG,X-RAY DIFFRACTION
1WTH,X-RAY DIFFRACTION,1PDL,ELECTRON MICROSCOPY,1PDJ,ELECTRON MICROSCOPY
1WWW,X-RAY DIFFRACTION,4EAX,X-RAY DIFFRACTION,4CRP,SOLUTION NMR
1X75,X-RAY DIFFRACTION,1AB4,X-RAY DIFFRACTION,3VUB,X-RAY DIFFRACTION
1X86,X-RAY DIFFRACTION,1TXD,X-RAY DIFFRACTION,5C4M,X-RAY DIFFRACTION
1XD3,X-RAY DIFFRACTION,1UCH,X-RAY DIFFRACTION,5NVG,X-RAY DIFFRACTION
1XFU,X-RAY DIFFRACTION,1K8T,X-RAY DIFFRACTION,1PRW,X-RAY DIFFRACTION
1XFV,X-RAY DIFFRACTION,1K8T,X-RAY DIFFRACTION,1PRW,X-RAY DIFFRACTION
1XFW,X-RAY DIFFRACTION,1K8T,X-RAY DIFFRACTION,1PRW,X-RAY DIFFRACTION
1XFX,X-RAY DIFFRACTION,1K8T,X-RAY DIFFRACTION,1PRW,X-RAY DIFFRACTION
1XFY,X-RAY DIFFRACTION,1K8T,X-RAY DIFFRACTION,1PRW,X-RAY DIFFRACTION
1XFZ,X-RAY DIFFRACTION,1K8T,X-RAY DIFFRACTION,1PRW,X-RAY DIFFRACTION
1XLT,X-RAY DIFFRACTION,1L7D,X-RAY DIFFRACTION,1PNO,X-RAY DIFFRACTION
1XO2,X-RAY DIFFRACTION,1BU2,X-RAY DIFFRACTION,5L2S,X-RAY DIFFRACTION
1XT9,X-RAY DIFFRACTION,2BKQ,X-RAY DIFFRACTION,1NDD,X-RAY DIFFRACTION
1XU1,X-RAY DIFFRACTION,1U5X,X-RAY DIFFRACTION,1XUT,SOLUTION NMR
1XU2,X-RAY DIFFRACTION,1U5X,X-RAY DIFFRACTION,2KN1,SOLUTION NMR
1XX9,X-RAY DIFFRACTION,5EXN,X-RAY DIFFRACTION,1ECY,X-RAY DIFFRACTION
1XXD,X-RAY DIFFRACTION,4CRG,X-RAY DIFFRACTION,1ECY,X-RAY DIFFRACTION
1XXF,X-RAY DIFFRACTION,4CRG,X-RAY DIFFRACTION,1ECY,X-RAY DIFFRACTION
1Y0V,X-RAY DIFFRACTION,1K8T,X-RAY DIFFRACTION,1AHR,X-RAY DIFFRACTION
1Y1K,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1Y33,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1Y34,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1Y3B,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1Y3C,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1Y3D,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1Y3F,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1Y48,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1Y4A,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1Y4D,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1Y4H,X-RAY DIFFRACTION,1X9Y,X-RAY DIFFRACTION,1QWX,X-RAY DIFFRACTION
1Y64,X-RAY DIFFRACTION,2FXU,X-RAY DIFFRACTION,1UX5,X-RAY DIFFRACTION
1YAG,X-RAY DIFFRACTION,3EKS,X-RAY DIFFRACTION,5DD2,X-RAY DIFFRACTION
1YI5,X-RAY DIFFRACTION,3ZDH,X-RAY DIFFRACTION,4AEA,X-RAY DIFFRACTION
1YKT,X-RAY DIFFRACTION,1DPO,X-RAY DIFFRACTION,1UUA,SOLUTION NMR
1YLC,X-RAY DIFFRACTION,1DPO,X-RAY DIFFRACTION,1UUA,SOLUTION NMR
1YLD,X-RAY DIFFRACTION,1DPO,X-RAY DIFFRACTION,1UUA,SOLUTION NMR
